Id,SalePrice
1461,118590.4
1462,157683.19
1463,189627.38
1464,196043.53
1465,183197.44
1466,174819.69
1467,171587.19
1468,164371.52
1469,182541.53
1470,128070.81
1471,195304.94
1472,93932.125
1473,97836.86
1474,147016.34
1475,119285.836
1476,398271.5
1477,249274.83
1478,290884.7
1479,255277.03
1480,493627.3
1481,336711.6
1482,208061.75
1483,168306.25
1484,167653.28
1485,177418.84
1486,194486.19
1487,350633.6
1488,226276.7
1489,207087.78
1490,221947.94
1491,187385.62
1492,98428.336
1493,173859.0
1494,299108.88
1495,284783.56
1496,232711.1
1497,176557.0
1498,163553.4
1499,161678.31
1500,157366.05
1501,175498.22
1502,143156.98
1503,308654.56
1504,238327.64
1505,228357.42
1506,188580.66
1507,257114.61
1508,205367.88
1509,172022.86
1510,146734.11
1511,146209.86
1512,166645.19
1513,140251.83
1514,175547.44
1515,200995.05
1516,159792.7
1517,154278.89
1518,130405.516
1519,208158.2
1520,135203.75
1521,133627.42
1522,168899.9
1523,112861.484
1524,122159.836
1525,129493.39
1526,118398.29
1527,102240.05
1528,133947.81
1529,154390.89
1530,181288.6
1531,100170.875
1532,95722.055
1533,146606.4
1534,124324.16
1535,152149.4
1536,105016.375
1537,70899.586
1538,155301.6
1539,187248.25
1540,85645.58
1541,146329.4
1542,137635.14
1543,212166.44
1544,75477.47
1545,102814.984
1546,131259.7
1547,133543.1
1548,132510.03
1549,112275.12
1550,141024.78
1551,110270.06
1552,147673.98
1553,157409.88
1554,117426.49
1555,164544.19
1556,81759.164
1557,104913.47
1558,91936.695
1559,60641.17
1560,129296.56
1561,140625.11
1562,125619.43
1563,119406.82
1564,156192.94
1565,147108.78
1566,239225.97
1567,76533.34
1568,220912.12
1569,138698.11
1570,127772.77
1571,116805.49
1572,144998.6
1573,238756.0
1574,114351.53
1575,221527.53
1576,245589.5
1577,194751.97
1578,148759.42
1579,142931.89
1580,193766.56
1581,146627.66
1582,127964.59
1583,333377.38
1584,219014.94
1585,141406.72
1586,72665.86
1587,103295.69
1588,150051.75
1589,102409.266
1590,132756.94
1591,96074.25
1592,107752.21
1593,120746.516
1594,126063.48
1595,104180.734
1596,246276.0
1597,179745.58
1598,216295.77
1599,179014.42
1600,166533.34
1601,71748.13
1602,109928.08
1603,75604.19
1604,271474.75
1605,228566.8
1606,166422.69
1607,149028.78
1608,189322.53
1609,197131.88
1610,151188.97
1611,132853.45
1612,164673.86
1613,157075.77
