Id,SalePrice
1461,119792.75
1462,153627.99
1463,165670.065
1464,185890.75
1465,217153.62
1466,179010.3916666667
1467,168453.6
1468,175201.7225
1469,178327.0425
1470,107873.4
1471,182877.0025
1472,92526.04166666666
1473,101926.0
1474,155488.475
1475,150519.71333333335
1476,411508.075
1477,261033.3975
1478,325086.7675
1479,300270.1575
1480,449507.1975
1481,322075.975
1482,211325.3525
1483,180329.11
1484,178209.54125
1485,164469.75666666665
1486,210678.4375
1487,341667.015
1488,251568.68
1489,200501.705
1490,190503.55
1491,187714.6
1492,108325.95833333334
1493,180329.375
1494,295680.995
1495,293845.5925
1496,210587.7
1497,192848.2175
1498,150529.43552380952
1499,150529.43552380952
1500,149388.56958333327
1501,174378.04125
1502,147993.18166666664
1503,305049.07
1504,233114.575
1505,214881.475
1506,215409.0675
1507,237950.4725
1508,205654.745
1509,169165.83333333337
1510,131748.875
1511,144664.625
1512,180275.065
1513,170009.7
1514,133637.7625
1515,170054.5475
1516,163828.96
1517,142135.8125
1518,142618.67
1519,205371.525
1520,133965.0
1521,141651.75
1522,185746.75
1523,116730.875
1524,120546.89583333334
1525,122630.20535714286
1526,124402.44047619049
1527,93516.25
1528,124733.635
1529,143973.5
1530,156143.75
1531,114828.0575
1532,104516.0625
1533,161059.375
1534,124341.31
1535,139590.4625
1536,118928.8125
1537,78710.125
1538,192411.885
1539,202346.82
1540,135754.715
1541,151250.35
1542,140575.12
1543,216298.665
1544,82596.25
1545,119017.135
1546,130603.0
1547,108058.81
1548,126977.625
1549,109166.375
1550,147998.52
1551,122752.9375
1552,132185.74
1553,133793.9425
1554,113592.13
1555,150508.4125
1556,108590.0775
1557,128525.9375
1558,111226.5
1559,115390.185
1560,141741.0425
1561,153832.95
1562,119213.5
1563,123784.15
1564,170340.16
1565,154067.6075
1566,178292.38
1567,84954.75
1568,210675.2225
1569,120020.505
1570,123319.5
1571,130441.625
1572,137882.0625
1573,226642.4
1574,153280.0
1575,191953.73
1576,195809.625
1577,197351.1775
1578,140371.7
1579,145306.03
1580,184897.0625
1581,137020.9
1582,118151.875
1583,335686.865
1584,241970.8
1585,138304.1958333333
1586,72818.0
1587,105441.375
1588,147839.0
1589,111504.125
1590,133666.125
1591,103792.25
1592,123433.4375
1593,125236.375
1594,142665.2025
1595,142922.9125
1596,246944.3425
1597,152829.965
1598,172275.31279761903
1599,182812.0
1600,191922.89
1601,72412.5
1602,108462.04
1603,95730.77
1604,266077.575
1605,256864.4875
1606,169287.58
1607,219171.38
1608,202556.5425
1609,196606.2075
1610,162084.6525
1611,153455.0
1612,190337.285
1613,176098.43
1614,119086.88333333335
1615,89066.66666666666
1616,89066.66666666666
1617,90251.41666666666
1618,123180.25
1619,135721.0
1620,183058.335
1621,134019.19083333333
1622,135886.235
1623,268459.27
1624,211154.7175
1625,123367.12202380951
1626,182290.75
1627,185835.75
1628,262813.5775
1629,169309.68452380956
1630,318564.9
1631,254378.5675
1632,258942.38
1633,162983.8
1634,183776.75
1635,175555.265
1636,169023.77
1637,178520.025
1638,217069.475
1639,182787.025
1640,265455.9975
1641,182844.0125
1642,220974.91
1643,255347.7625
1644,227868.35
1645,181210.725
1646,155834.75
1647,163235.525
1648,151376.25
1649,135764.875
1650,118873.375
1651,117753.0
1652,92166.08333333328
1653,93688.54166666669
1654,161010.375
1655,158698.325
1656,153239.975
1657,161523.035
1658,153725.35
1659,147312.25166666665
1660,142341.375
1661,457825.54
1662,391423.205
1663,388214.5775
1664,455736.225
1665,363311.0275
1666,254123.445
1667,353784.84
1668,355889.6
1669,297398.65
1670,357910.665
1671,235586.67
1672,426411.3125
1673,305077.1925
1674,244506.73
1675,191306.355
1676,176300.265
1677,219163.77
1678,413758.5625
1679,337772.3625
1680,355118.27
1681,301082.3975
1682,275672.815
1683,176965.625
1684,179314.2375
1685,174118.23
1686,179141.4375
1687,163929.52166666667
1688,185807.11250000005
1689,186955.04107142857
1690,179665.91845238098
1691,164270.7058333333
1692,258920.0
1693,164469.75666666665
1694,177460.975
1695,167952.685
1696,271847.2625
1697,167952.685
1698,347461.4025
1699,329998.8875
1700,226486.555
1701,276349.6775
1702,322376.6375
1703,302004.205
1704,306747.445
1705,270621.8525
1706,425185.5225
1707,224096.82
1708,220372.3175
1709,299961.0475
1710,224121.3725
1711,233903.315
1712,321877.9525
1713,237271.5375
1714,210823.45
1715,184017.06726190477
1716,192314.6775
1717,173746.89625
1718,140964.675
1719,204895.3275
1720,258889.36
1721,164479.3
1722,132659.5
1723,153996.66
1724,220159.2325
1725,230483.7275
1726,198808.25
1727,176846.945
1728,177081.39484126985
1729,160651.19
1730,179973.7825
1731,134382.05
1732,123544.25
1733,122112.08333333334
1734,133854.875
1735,123704.1875
1736,123666.64583333334
1737,322496.8075
1738,209470.05
1739,318523.43
1740,201296.2725
1741,169531.86008333333
1742,171536.29125
1743,171252.3388888889
1744,266000.545
1745,241899.7575
1746,240951.395
1747,207772.9375
1748,195860.125
1749,156782.625
1750,146409.0
1751,222814.975
1752,122874.75
1753,180981.525
1754,216145.2225
1755,159540.155
1756,113530.375
1757,121861.3125
1758,144186.25
1759,158839.6725
1760,157406.58
1761,155996.375
1762,175794.5775
1763,186339.0
1764,119351.78869047621
1765,187330.4375
1766,171450.725
1767,179954.375
1768,136166.375
1769,162686.3575
1770,132319.7083333333
1771,138180.25
1772,152934.75
1773,136629.0
1774,161256.2125
1775,135090.25
1776,116579.25
1777,110586.875
1778,121923.3125
1779,109062.875
1780,170529.55833333335
1781,135069.8125
1782,90043.375
1783,121773.5
1784,90443.5
1785,119498.9375
1786,157568.7475
1787,154456.24583333335
1788,60332.0
1789,99668.25
1790,64189.0
1791,220807.3075
1792,153005.5375
1793,153627.625
1794,144754.59166666667
1795,142093.5625
1796,117320.29166666669
1797,136720.9583333333
1798,128563.41666666669
1799,112386.5
1800,112392.95833333334
1801,115381.085
1802,164969.46
1803,158338.125
1804,138245.3
1805,135112.125
1806,122752.24
1807,163879.2175
1808,111491.52
1809,115615.8725
1810,153418.555
1811,112820.7175
1812,107678.2575
1813,117619.26
1814,89933.0
1815,69855.25
1816,90841.5
1817,126141.94
1818,152821.8375
1819,114178.56
1820,64355.0
1821,132158.885
1822,150206.1025
1823,55579.75
1824,129956.97
1825,132743.3325
1826,97946.625
1827,108427.0625
1828,138075.95
1829,119557.5625
1830,184075.125
1831,159802.925
1832,153403.485
1833,166319.575
1834,116947.985
1835,161837.45
1836,153719.795
1837,86202.375
1838,126024.48
1839,81734.75
1840,162690.625
1841,148118.0
1842,104274.71
1843,139299.0
1844,137019.46833333335
1845,141814.97
1846,151256.625
1847,166767.9225
1848,60220.0
1849,122833.46
1850,135937.1875
1851,153326.385
1852,136436.0625
1853,139581.375
1854,160979.025
1855,139763.70145833332
1856,232700.4225
1857,137106.3725
1858,161232.22
1859,133150.3075
1860,149609.16
1861,133491.445
1862,292657.2375
1863,292657.2375
1864,292657.2375
1865,319480.13
1866,345386.7575
1867,261594.08
1868,300727.125
1869,179804.4075
1870,234465.9075
1871,254233.0475
1872,168227.03
1873,229492.235
1874,128507.79166666669
1875,191197.5
1876,217215.25
1877,188538.85
1878,214966.25
1879,124052.99166666668
1880,141002.41
1881,221090.7775
1882,270397.64
1883,200477.7875
1884,227351.785
1885,250755.6225
1886,269052.5
1887,183868.425
1888,251150.7375
1889,161624.0980833333
1890,126707.125
1891,145287.93130952382
1892,108832.08333333331
1893,146542.0
1894,136189.1125
1895,149036.765
1896,116541.385
1897,114263.25
1898,118442.885
1899,127159.04
1900,131197.935
1901,150188.92
1902,151672.125
1903,233308.2075
1904,137939.8125
1905,180959.875
1906,136409.615
1907,214844.75
1908,136360.84333333335
1909,134030.808875
1910,134030.808875
1911,190668.63
1912,244212.705
1913,128083.67
1914,81005.75
1915,303963.885
1916,65892.625
1917,284919.7975
1918,126035.875
1919,149028.019125
1920,186133.7325
1921,424943.4925
1922,320565.905
1923,222949.2025
1924,207739.6
1925,231614.7675
1926,387345.625
1927,129468.0
1928,155351.975
1929,121990.4
1930,114713.12416666668
1931,138334.29166666666
1932,134185.06208333332
1933,163068.86
1934,186152.5
1935,176287.705
1936,185890.75
1937,186912.25
1938,183189.54
1939,283148.07
1940,217153.62
1941,186774.0
1942,182976.0
1943,206912.1125
1944,312231.3575
1945,348484.74
1946,183949.625
1947,332933.755
1948,178770.75
1949,231107.39
1950,170597.135
1951,249463.765
1952,251063.6625
1953,163001.0
1954,214945.725
1955,124188.875
1956,279613.1975
1957,175118.25
1958,297081.91
1959,164676.3925
1960,109637.025
1961,122657.625
1962,92166.08333333328
1963,93688.54166666669
1964,118674.79125
1965,154756.2
1966,147207.45
1967,247157.91
1968,390432.14
1969,386426.88
1970,435432.725
1971,454905.685
1972,345394.2875
1973,311012.23
1974,292852.465
1975,428552.325
1976,247632.93
1977,356661.765
1978,356627.7525
1979,380264.885
1980,197759.0525
1981,348736.795
1982,212890.995
1983,212890.995
1984,167779.6969246032
1985,191836.5225
1986,205693.3825
1987,183832.0225
1988,178888.5125
1989,197735.8125
1990,222032.1875
1991,219163.77
1992,219734.26
1993,169890.705
1994,253394.25
1995,185505.25
1996,272442.6925
1997,346492.3825
1998,331794.1125
1999,255857.2625
2000,300048.1125
2001,246555.285
2002,229224.5125
2003,275757.965
2004,256237.2875
2005,245863.9325
2006,240598.4175
2007,292914.3175
2008,192912.7275
2009,191774.25
2010,188198.875
2011,147221.18
2012,185156.4825
2013,177012.60416666663
2014,195425.0
2015,186180.37083333335
2016,187217.25
2017,204830.0
2018,129048.45833333334
2019,122112.08333333334
2020,109320.0
2021,121147.5
2022,182664.95
2023,160735.73
2024,210684.07
2025,406801.435
2026,176103.8875
2027,148466.65862499998
2028,170269.76625
2029,174590.925
2030,288109.5
2031,256611.4
2032,284504.875
2033,276945.25
2034,161403.62791666665
2035,209098.0775
2036,221303.805
2037,220720.955
2038,315538.79
2039,205953.16
2040,389471.6675
2041,251929.8525
2042,226829.25
2043,174811.0
2044,194260.925
2045,233241.5675
2046,147512.9975
2047,158133.89
2048,141491.5
2049,142543.825
2050,183082.8125
2051,105068.25
2052,146144.375
2053,140990.0625
2054,85488.25
