Id,SalePrice
1461,120101.51510188768
1462,155215.3880286736
1463,186057.80928612617
1464,201457.51805508876
1465,190920.59972593116
1466,169511.8883243538
1467,177552.9929622705
1468,161627.1282087305
1469,197228.0926079508
1470,118818.43752023422
1471,184349.0345146427
1472,96555.13533391307
1473,93791.84331541847
1474,143329.1622699193
1475,110622.9245214646
1476,356884.04724744556
1477,244646.37976115424
1478,293738.6380796849
1479,286461.7745027854
1480,492003.6935283887
1481,320625.91248306195
1482,210262.94469705905
1483,178511.75327089228
1484,160631.2095737916
1485,189037.57193208547
1486,193117.08848368906
1487,330650.79121819645
1488,242281.96259732186
1489,192913.18670747027
1490,251686.3246028034
1491,192296.4441169604
1492,91759.53404252164
1493,182072.78153910005
1494,288441.65376027004
1495,283630.8818221935
1496,238986.67693584983
1497,179806.76182251802
1498,167753.27976994315
1499,162669.30165029078
1500,157257.85021827
1501,175475.93108367317
1502,138388.44000654126
1503,303782.7676405829
1504,238040.2442306798
1505,225810.83373986467
1506,191305.35094084375
1507,257115.42637586582
1508,205401.99220915153
1509,159599.4530959163
1510,143411.04451087516
1511,150376.45377529637
1512,173041.5704664234
1513,153559.63303035448
1514,151776.25305776982
1515,192138.83087899123
1516,154583.36665226403
1517,173726.7063766965
1518,130034.35862127464
1519,212523.9987132527
1520,127440.57323588627
1521,133698.87824200903
1522,176136.41714433237
1523,110828.82385760546
1524,127956.81147591412
1525,122428.0377372117
1526,109419.02252211566
1527,102739.99909718274
1528,140531.7780970426
1529,151518.78002197878
1530,195956.36054790945
1531,100704.13507689277
1532,94683.46705272757
1533,147704.03248685994
1534,121183.55595468888
1535,152584.95235196454
1536,106679.37494187083
1537,59028.30917671753
1538,151838.36222006203
1539,189769.15302519556
1540,94919.00930528218
1541,143823.0816951913
1542,141220.27676209615
1543,192343.295456993
1544,85091.40568632018
1545,114856.60547665971
1546,130689.9838807625
1547,130820.9843169039
1548,138031.05558293618
1549,116869.8322620816
1550,134201.5650329959
1551,105490.46001814803
1552,138146.37923790948
1553,149337.9720724733
1554,119053.2477958944
1555,164178.64736608334
1556,81379.37284580623
1557,103438.96059986751
1558,101297.35212494463
1559,79250.7047075401
1560,132176.12444364466
1561,124320.1106554143
1562,130620.63292384644
1563,123541.91944037876
1564,156628.01411782447
1565,146209.89867232135
1566,242046.72130128703
1567,77450.92922442843
1568,239907.81837661046
1569,131144.05020601716
1570,138114.47582526534
1571,115772.3618063519
1572,148069.03826176436
1573,245720.477321874
1574,126068.70121766572
1575,236449.7352505891
1576,248480.55946452107
1577,179327.6943991692
1578,142421.94898189505
1579,142960.7072421028
1580,193530.39257929852
1581,159494.21313789143
1582,125448.84857025273
1583,299088.68543821224
1584,219304.30468349296
1585,136974.80832816436
1586,68359.6921122539
1587,105948.97784213324
1588,158437.24218658474
1589,97659.80222867755
1590,135198.53930959365
1591,96670.46295203635
1592,116839.71116722445
1593,120559.10638607138
1594,135777.9127978706
1595,105680.11911497766
1596,224789.6030095152
1597,197724.7344206678
1598,219818.08487955295
1599,170328.14459921507
1600,159718.3644848981
1601,65815.42635130255
1602,113797.03080999198
1603,84728.32332283662
1604,266326.0638068836
1605,239778.69960427887
1606,168027.3916562728
1607,170929.28005454826
1608,213896.5966474646
1609,179942.25431896962
1610,145933.58801977418
1611,138395.58441935948
1612,171471.99524764688
1613,168343.98088486498
1614,129554.9624138355
1615,90413.63915800603
1616,77368.67278673871
1617,92387.10587084213
1618,127350.64288925516
1619,139963.07360015583
1620,163528.74368787248
1621,131585.25179809914
1622,140003.09231355184
1623,256876.33389028965
1624,209984.07785951626
1625,116056.73681947456
1626,169444.548905955
1627,195732.43326675543
1628,285122.2333708451
1629,177057.70533930216
1630,345263.3144169752
1631,220415.5880491269
1632,231750.12201636547
1633,172115.79537221332
1634,182168.29010434452
1635,170308.09987557735
1636,148541.7500700467
1637,205188.011830735
1638,178323.476301952
1639,188133.92820720788
1640,251534.50858671303
1641,184467.7819084868
1642,236981.25013374444
1643,212068.24755040757
1644,233650.72031242013
1645,204032.69427581475
1646,159276.37728686575
1647,159112.97856158027
1648,127237.50021479848
1649,138677.29323049742
1650,110228.32542674986
1651,121206.12152493339
1652,97124.60259972744
1653,99247.14204343519
1654,137891.708706156
1655,130747.47483558982
1656,138549.82313795097
1657,143984.62717733273
1658,141458.2554578671
1659,118412.18350824952
1660,153063.96734830842
1661,447180.75587645476
1662,408951.98345268256
1663,373200.8026306217
1664,501661.0840871454
1665,304322.23392700276
1666,327633.74392558227
1667,396506.2089010688
1668,336658.7683475239
1669,301016.2679900251
1670,339762.7119659113
1671,263371.1665535934
1672,421931.2904359224
1673,289095.4745273741
1674,236671.3662355603
1675,198926.30143076155
1676,194576.2513292163
1677,222877.9922522528
1678,464745.35038018407
1679,391993.6206709846
1680,332211.154532332
1681,245478.97472815178
1682,311431.2770078902
1683,182038.24012575165
1684,170968.3640776695
1685,169801.02200999885
1686,168371.43757482772
1687,170287.95163989035
1688,185373.99554105196
1689,192692.99790640315
1690,193371.7864208859
1691,182193.60711618484
1692,261670.37565589775
1693,166539.36178402323
1694,180541.93364634973
1695,162739.24716024025
1696,277113.6187171013
1697,171761.32364002196
1698,337578.6105792458
1699,303231.32765534613
1700,252737.52536353777
1701,265330.7064883706
1702,239914.78868525272
1703,241144.98553337212
1704,279252.63996545936
1705,242464.27973610262
